WKT,nama,deskripsi
"POLYGON ((106.7224685 -6.0887618, 106.6798965 -6.1037825, 106.6936294 -6.113341, 106.6908828 -6.1706881, 106.7238418 -6.1938983, 106.719722 -6.2225683, 106.7485611 -6.2485064, 106.7746536 -6.3153937, 106.8076126 -6.3181236, 106.7911331 -6.3618001, 106.8405716 -6.3508813, 106.8488113 -6.3345027, 106.8666641 -6.3577056, 106.8886368 -6.3727187, 106.9051162 -6.3658946, 106.9174759 -6.3590704, 106.9188492 -6.2990139, 106.9092361 -6.2607925, 106.9435684 -6.2498716, 106.9627945 -6.2061856, 106.9682876 -6.0928584, 106.8845169 -6.102417, 106.8007461 -6.1242647, 106.7224685 -6.0887618))",DKI JAKARTA,
