WKT,nama,deskripsi
"POLYGON ((110.8225418 -8.2020276, 110.8307816 -8.1748418, 110.8115555 -8.1449353, 110.7937027 -8.1694044, 110.7813431 -8.140857, 110.7840897 -8.0932733, 110.7538773 -8.0293664, 110.7717301 -7.9450484, 110.7840897 -7.8498298, 110.7840897 -7.8117362, 110.7607437 -7.806294, 110.7566239 -7.8307834, 110.7181717 -7.7886062, 110.7003189 -7.8130967, 110.66736 -7.7954093, 110.6289078 -7.8049334, 110.5671097 -7.8076545, 110.5602433 -7.7763605, 110.5300309 -7.8022122, 110.4860855 -7.7545893, 110.4476334 -7.5381777, 110.2636124 -7.7015174, 110.266359 -7.6416334, 110.2402665 -7.651161, 110.1880814 -7.6443556, 110.1207901 -7.6606883, 110.1317765 -7.691991, 110.1290299 -7.75595, 110.0603653 -7.8185389, 110.0260331 -7.8960815, 110.3405167 -8.0293664, 110.7003189 -8.1925128, 110.8225418 -8.2020276))",DIY YOGYAKARTA,
