WKT,nama,deskripsi
"POLYGON ((106.7490804 -6.3618365, 106.7408407 -6.4072153, 106.7786062 -6.4096035, 106.7823827 -6.4310972, 106.7494238 -6.4283679, 106.7367208 -6.448155, 106.7840994 -6.4471316, 106.7834127 -6.4614597, 106.8822897 -6.4628243, 106.8925893 -6.4474727, 106.8984258 -6.416427, 106.8991125 -6.3894737, 106.9214285 -6.382991, 106.9547308 -6.3806027, 106.9471777 -6.3594481, 106.9173086 -6.3618365, 106.8860662 -6.3737787, 106.8644369 -6.356036, 106.8488113 -6.3345027, 106.8414343 -6.3553535, 106.8194616 -6.3570596, 106.8098486 -6.3666134, 106.7926824 -6.3638838, 106.7727697 -6.362519, 106.7490804 -6.3618365))",DEPOK,
