WKT,nama,deskripsi
"POLYGON ((106.8234463 -6.1714191, 106.8231888 -6.1797817, 106.8309994 -6.1799524, 106.8302269 -6.1787577, 106.8303127 -6.1781604, 106.8297977 -6.1774777, 106.8298836 -6.1738084, 106.8291969 -6.1729551, 106.8291111 -6.1715898, 106.8234463 -6.1714191))",TAMAN MONAS,
