WKT,nama,deskripsi
"POLYGON ((106.8245944 -6.3064895, 106.8228778 -6.3064895, 106.8206033 -6.3064895, 106.8211183 -6.3058923, 106.8180713 -6.3055084, 106.8165263 -6.3063188, 106.8169555 -6.307172, 106.8160972 -6.3080251, 106.815668 -6.3093047, 106.8162259 -6.3107977, 106.817685 -6.3103711, 106.8178567 -6.3146366, 106.8171271 -6.3151485, 106.8163117 -6.3150205, 106.8168267 -6.3163002, 106.8186292 -6.3163428, 106.8191441 -6.3172386, 106.8236073 -6.3175798, 106.8247231 -6.3177078, 106.825796 -6.3113948, 106.8266543 -6.3114375, 106.8269118 -6.3086222, 106.8246802 -6.3084516, 106.8245944 -6.3064895))",KEBUN BINATANG,
