WKT,nama,deskripsi
"POLYGON ((106.8508361 -6.2327767, 106.8507395 -6.2344085, 106.8525956 -6.2362323, 106.85163 -6.2399545, 106.8525849 -6.2421302, 106.8539904 -6.2420342, 106.8533037 -6.241181, 106.8531428 -6.2389626, 106.8536149 -6.2366482, 106.8533145 -6.2347391, 106.8528853 -6.2347711, 106.8528317 -6.2343232, 106.8525098 -6.233502, 106.8520377 -6.2334913, 106.85163 -6.2335766, 106.8512867 -6.23347, 106.8513725 -6.2330433, 106.8508361 -6.2327767))",TEBET ECHO PARK,
