WKT,nama,deskripsi
"POLYGON ((106.8834689 -6.2989068, 106.8840483 -6.3025645, 106.8881681 -6.3050599, 106.8918052 -6.3054012, 106.894981 -6.3059343, 106.8978885 -6.3056251, 106.9047657 -6.3064249, 106.9060424 -6.3041641, 106.9060638 -6.2998985, 106.9033065 -6.2995999, 106.8994227 -6.2991627, 106.8959144 -6.2991734, 106.8930927 -6.2990561, 106.8890908 -6.2990028, 106.8834689 -6.2989068))",TAMAN MINI INDONESIA,
