id,province_id,name,alt_name,latitude,longitude
3101,31.0,KABUPATEN KEPULAUAN SERIBU,KABUPATEN KEPULAUAN SERIBU,-5.742483276369422,106.61468763763388
3171,31.0,KOTA JAKARTA SELATAN,KOTA JAKARTA SELATAN,-6.266,106.8135
3172,31.0,KOTA JAKARTA TIMUR,KOTA JAKARTA TIMUR,-6.2521,106.884
3173,31.0,KOTA JAKARTA PUSAT,KOTA JAKARTA PUSAT,-6.1777,106.8403
3174,31.0,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,-6.1676,106.7673
3175,31.0,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,-6.1339,106.8823
